개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
서화게이트볼장,게이트볼장,다목적경기장,연중무휴,09:00,22:00,09:00,22:00,Y,2,"20,000",1,,300,600,,방문.전화,,강원도 인제군 서화면 천도로 83,,강원도 인제군청,체육청소년과,033-460-2351,,38.220309,128.2070291,2020-07-21,4330000,강원도 인제군
서화생활체육공원 농구장,농구장,농구장,연중무휴,09:00,22:00,09:00,22:00,Y,2,"20,000",1,,200,600,,방문.전화,,강원도 인제군 서화면 천도로 112,,강원도 인제군청,체육청소년과,033-460-2351,,38.2210699,128.2097745,2020-07-21,4330000,강원도 인제군
서화생활체육공원 풋살구장,풋살장,풋살경기장,연중무휴,09:00,22:00,09:00,22:00,Y,2,"20,000",1,,100,1376,,방문.전화,,강원도 인제군 서화면 천도로 112,,강원도 인제군청,체육청소년과,033-460-2351,,38.2210699,128.2097745,2020-07-21,4330000,강원도 인제군
무진중학교,체육관,체육관,매주 월요일+수요일,19:40,21:40,19:40,21:40,Y,,,,,,,,방문접수,,광주광역시 남구 중앙로 7,광주광역시 남구 월산동 226,무진중학교,행정실,062-350-5300,http://mujin.ms.kr/,35.1459621043,126.8997298050,2020-02-10,3610000,광주광역시 남구
무학초등학교,운동장,기타,매주 토요일,06:00,07:00,06:00,18:00,N,,,,,,,,,,광주광역시 남구 월지길 7,광주광역시 남구 월성동 306,무학초등학교,행정실,062-608-8370,http://www.moohak.es.kr/,35.0667059679,126.8045038756,2020-02-10,3610000,광주광역시 남구
봉선중학교,체육관,체육관,-,06:00,07:30,06:00,08:00,Y,,,,,,,,방문접수,,광주광역시 남구 봉선중길 14,광주광역시 남구 봉선동 258-16,봉선중학교,행정실,062-650-1308,http://bongsun.ms.kr/,35.1290117048,126.9121484550,2020-02-10,3610000,광주광역시 남구
봉선중학교,운동장,기타,-,06:00,07:30,07:00,08:30,N,,,,,,,,,,광주광역시 남구 봉선중길 14,광주광역시 남구 봉선동 258-16,봉선중학교,행정실,062-650-1308,http://bongsun.ms.kr/,35.1290117048,126.9121484550,2020-02-10,3610000,광주광역시 남구
봉선초등학교,운동장,기타,-,06:00,07:00,06:00,22:00,N,,,,,,,,,,광주광역시 남구 봉선중앙로118번길 4,광주광역시 남구 봉선동 310-12,봉선초등학교,행정실,062-670-4190,http://bongsun.gen.es.kr/,35.1308000218,126.9121640893,2020-02-10,3610000,광주광역시 남구
봉선초등학교,체육관,체육관,일요일 및 명절연휴,19:30,21:50,19:30,21:50,Y,,,,,,,,방문접수,,광주광역시 남구 봉선중앙로118번길 4,광주광역시 남구 봉선동 310-12,봉선초등학교,행정실,062-670-4190,http://bongsun.gen.es.kr/,35.1308000218,126.9121640893,2020-02-10,3610000,광주광역시 남구
불로초등학교,체육관,체육관,-,19:00,22:00,18:00,22:00,Y,,,,,,,,방문접수,,광주광역시 남구 제석로80번길 58-5,광주광역시 남구 봉선동 102-2,불로초등학교,행정실,062-650-1802,http://bullo.es.kr/,35.1209513095,126.9141142442,2020-02-10,3610000,광주광역시 남구
설월여자고등학교,체육관,체육관,월~토,00:00,00:00,10:00,14:00,Y,,,,,,,,,,광주광역시 남구 천변좌로604번길 12,광주광역시 남구 방림동 30,설월여자고등학교,행정실,062-650-7955,http://seolwol.gen.hs.kr/,35.1261154491,126.9268134475,2020-02-10,3610000,광주광역시 남구
숭의과학기술고등학교,운동장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 오방로 34-13,광주광역시 남구 방림동 50-3,숭의과학기술고등학교,행정실,062-606-5810,http://sst.hs.kr/,35.1276598628,126.9230554634,2020-02-10,3610000,광주광역시 남구
월산초등학교,체육관,체육관,월~금,00:00,00:00,14:00,15:00,N,,,,,,,,,,광주광역시 남구 월산로116번길 6,광주광역시 남구 월산동 261,월산초등학교,행정실,062-720-3507,http://woulsan.gen.es.kr/,35.1480550181,126.8975192450,2020-02-10,3610000,광주광역시 남구
월산초등학교,운동장,기타,-,05:30,07:30,05:30,07:30,N,,,,,,,,,,광주광역시 남구 월산로116번길 6,광주광역시 남구 월산동 261,월산초등학교,행정실,062-720-3507,http://woulsan.gen.es.kr/,35.1480550181,126.8975192450,2020-02-10,3610000,광주광역시 남구
유안초등학교,체육관,체육관,-,18:30,21:30,16:30,21:30,N,,,,,,,,방문접수,,광주광역시 남구 봉선로175번길 16,광주광역시 남구 봉선동 124,유안초등학교,행정실,062-650-3706,https://www.yuan.es.kr/,35.1254837743,126.9146843717,2020-02-10,3610000,광주광역시 남구
장산초등학교,체육관,체육관,토,19:40,21:40,16:00,21:40,Y,,,,,,,,방문접수,,광주광역시 남구 회서로 27,광주광역시 남구 주월동 482-1,장산초등학교,행정실,062-650-2392,http://k-jangsan.es.kr/,35.1305266300,126.8948333780,2020-02-10,3610000,광주광역시 남구
장산초등학교,운동장,기타,-,07:00,08:00,07:00,22:00,N,,,,,,,,,,광주광역시 남구 회서로 27,광주광역시 남구 주월동 482-1,장산초등학교,행정실,062-650-2392,http://k-jangsan.es.kr/,35.1305266300,126.8948333780,2020-02-10,3610000,광주광역시 남구
제석초등학교,체육관,체육관,-,17:30,21:45,10:00,21:45,Y,,,,,,,,방문접수,,광주광역시 남구 봉선로51번길 14,광주광역시 남구 주월동 1053,제석초등학교,행정실,062-650-6705,http://jeseok.gen.es.kr/,35.1279329832,126.9064093661,2020-02-10,3610000,광주광역시 남구
조봉초등학교,체육관,체육관,일,19:00,22:00,19:00,22:00,Y,,,,,,,,방문접수,,광주광역시 남구 봉선로144번길 8,광주광역시 남구 봉선동 537,조봉초등학교,행정실,062-650-3503,http://jobong.gen.es.kr/,35.1221854625,126.9106286702,2020-02-10,3610000,광주광역시 남구
금호1가동 주민센터 숲속아트홀,금호1가동 주민센터,기타,"토, 일요일",13:00,21:00,00:00,00:00,Y,2,20000,1,10000,30,125,,인터넷 예약,,서울특별시 성동구 행당로 15,,서울특별시 성동구청,금호1가동 주민센터,02-2286-7348,http://yeyak.seoul.go.kr,37.5548610,127.0216480,2020-10-15,3030000,서울특별시 성동구
금호1가동 주민센터 북카페(책단지 꿀단지),금호1가동 주민센터,기타,"토, 일요일",13:00,17:00,00:00,00:00,Y,2,20000,1,10000,10,71,,인터넷 예약,,서울특별시 성동구 행당로 15,,서울특별시 성동구청,금호1가동 주민센터,02-2286-7348,http://yeyak.seoul.go.kr,37.5548610,127.0216480,2020-10-15,3030000,서울특별시 성동구
금호1가동 주민센터 공유부엌,금호1가동 주민센터,기타,"토, 일요일",13:00,21:00,00:00,00:00,Y,2,20000,1,10000,15,68,,인터넷 예약,,서울특별시 성동구 행당로 15,,서울특별시 성동구청,금호1가동 주민센터,02-2286-7348,http://yeyak.seoul.go.kr,37.5548610,127.0216480,2020-10-15,3030000,서울특별시 성동구
금호2-3가동 자치회관 3층 다목적방,금호2-3가동 주민센터,다목적실,일요일,09:00,21:00,10:00,18:00,Y,2,20000,1,10000,60,207.9,,인터넷 예약,,서울특별시 성동구 무수막18길 1(금호동2가),,서울특별시 성동구청,금호2-3가동 주민센터,02-2286-7364,http://yeyak.seoul.go.kr,37.5532390,127.0208504,2020-10-15,3030000,서울특별시 성동구
금호2-3가동 주민센터 강의실,금호2-3가동 주민센터,강의실,일요일,09:00,21:00,10:00,18:00,Y,2,20000,1,10000,30,66,,인터넷 예약,,서울특별시 성동구 무수막18길 1(금호동2가),,서울특별시 성동구청,금호2-3가동 주민센터,02-2286-7364,http://yeyak.seoul.go.kr,37.5532390,127.0208504,2020-10-15,3030000,서울특별시 성동구
금호2-3가동 주민센터 동아리방,금호2-3가동 주민센터,기타,일요일,09:00,21:00,09:00,18:00,Y,2,20000,1,10000,10,33,,인터넷 예약,,서울특별시 성동구 무수막18길 1(금호동2가),,서울특별시 성동구청,금호2-3가동 주민센터,02-2286-7364,http://yeyak.seoul.go.kr,37.5532390,127.0208504,2020-10-15,3030000,서울특별시 성동구
금호4가동 주민센터 다목적실,금호4가동 주민센터,다목적실,"토, 일요일",09:00,20:00,00:00,00:00,Y,2,20000,1,10000,50,295,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,http://yeyak.seoul.go.kr,37.5471810,127.0223520,2020-10-15,3030000,서울특별시 성동구
금호4가동 주민센터 소회의실,금호4가동 주민센터,회의실,"토, 일요일",09:00,20:00,00:00,00:00,Y,2,20000,1,10000,30,64,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,http://yeyak.seoul.go.kr,37.5471810,127.0223520,2020-10-15,3030000,서울특별시 성동구
금호4가동 주민센터 기타,금호4가동 주민센터,기타,"토, 일요일",09:00,20:00,00:00,00:00,Y,2,20000,1,10000,7,9,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,http://yeyak.seoul.go.kr,37.5471810,127.0223520,2020-10-15,3030000,서울특별시 성동구
금호4가동 주민센터 작은기타,금호4가동 주민센터,기타,"토, 일요일",09:00,18:00,00:00,00:00,Y,2,20000,1,10000,10,60,,전화 사전확인 후 예약,,서울특별시 성동구 독서당로46길 26(금호동4가),,서울특별시 성동구청,금호4가동 주민센터,02-2286-7383,http://yeyak.seoul.go.kr,37.5471810,127.0223520,2020-10-15,3030000,서울특별시 성동구
성수1가제1동주민센터 다목적실,성수1가제1동 주민센터,다목적실,"토, 일요일",07:00,21:00,00:00,00:00,Y,2,20000,1,10000,30,172,,인터넷 예약,,서울특별시 성동구 뚝섬로3길 18(성수동1가),,서울특별시 성동구청,성수1가제1동 주민센터,02-2286-7423,http://yeyak.seoul.go.kr,37.5418642,127.0496880,2020-10-15,3030000,서울특별시 성동구
성수1가제1동주민센터 문화교실,성수1가제1동 주민센터,강의실,"토, 일요일",10:00,21:00,00:00,00:00,Y,2,20000,1,10000,15,60,,인터넷 예약,,서울특별시 성동구 뚝섬로3길 18(성수동1가),,서울특별시 성동구청,성수1가제1동 주민센터,02-2286-7423,http://yeyak.seoul.go.kr,37.5418642,127.0496880,2020-10-15,3030000,서울특별시 성동구
성수1가제1동 마을부엌,성수1가제1동 주민센터,기타,"토, 일요일",10:00,18:00,00:00,00:00,Y,2,20000,1,10000,15,33.6,,인터넷 예약,,서울특별시 성동구 뚝섬로3길 18(성수동1가),,서울특별시 성동구청,성수1가제1동 주민센터,02-2286-7423,http://yeyak.seoul.go.kr,37.5418642,127.0496880,2020-10-15,3030000,서울특별시 성동구
성수1가제2동 주민센터 다목적실,성수1가제2동 주민센터,다목적실,"토, 일요일",06:00,18:00,00:00,00:00,Y,2,20000,1,10000,50,212.94,,인터넷 예약,,서울특별시 성동구 왕십리로5길 3(성수동1가),,서울특별시 성동구청,성수1가제2동 주민센터,02-2286-7449,http://yeyak.seoul.go.kr,37.5477320,127.0500170,2020-10-15,3030000,서울특별시 성동구
성수2가제1동 주민센터 회의실,성수2가제1동 주민센터,회의실,"토, 일요일",09:00,18:00,00:00,00:00,Y,2,20000,1,10000,30,46.8,,인터넷 예약,,서울특별시 성동구 뚝섬로 385-19(성수동2가),,서울특별시 성동구청,성수2가제1동 주민센터,02-2286-7463,http://yeyak.seoul.go.kr,37.5395410,127.0540220,2020-10-15,3030000,서울특별시 성동구
성수2가제1동 주민센터 다목적실,성수2가제1동 주민센터,다목적실,일요일,09:00,21:00,13:00,18:00,Y,2,20000,1,10000,50,238,,인터넷 예약,,서울특별시 성동구 뚝섬로 385-19(성수동2가),,서울특별시 성동구청,성수2가제1동 주민센터,02-2286-7463,http://yeyak.seoul.go.kr,37.5395410,127.0540220,2020-10-15,3030000,서울특별시 성동구
성수2가제3동 주민센터 다목적실,성수2가제3동 주민센터,다목적실,토요일,09:00,21:00,10:00,18:00,Y,2,20000,1,10000,40,57,,인터넷+전화+방문,,서울특별시 성동구 광나루로2길 35(성수동2가),,서울특별시 성동구청,성수2가제3동 주민센터,02-2286-7494,http://yeyak.seoul.go.kr,37.5481829,127.0552460,2020-10-15,3030000,서울특별시 성동구
성수2가제3동 주민센터 문화교실,성수2가제3동 주민센터,강의실,토요일,09:00,21:00,10:00,18:00,Y,2,20000,1,10000,20,49,,인터넷+전화+방문,,서울특별시 성동구 광나루로2길 35(성수동2가),,서울특별시 성동구청,성수2가제3동 주민센터,02-2286-7494,http://yeyak.seoul.go.kr,37.5481829,127.0552460,2020-10-15,3030000,서울특별시 성동구
성수2가제3동 주민센터 기타,성수2가제3동 주민센터,회의실,토요일,09:00,21:00,10:00,18:00,Y,2,20000,1,10000,10,28,,인터넷+전화+방문,,서울특별시 성동구 광나루로2길 35(성수동2가),,서울특별시 성동구청,성수2가제3동 주민센터,02-2286-7494,http://yeyak.seoul.go.kr,37.5481829,127.0552460,2020-10-15,3030000,서울특별시 성동구
용답동 주민센터 다목적실,용답동 주민센터,다목적실,"토, 일요일",09:00,21:00,00:00,00:00,Y,2,20000,1,10000,60,100,,인터넷 예약,,서울특별시 성동구 용답중앙23길 20(용답동),,서울특별시 성동구청,용답동 주민센터,02-2286-7523,http://yeyak.seoul.go.kr,37.5640690,127.0555532,2020-10-15,3030000,서울특별시 성동구
용답동 토속공원 주민활력소,용답동 주민센터,기타,"토, 일요일",09:00,21:00,00:00,00:00,Y,2,20000,1,10000,15,87,,인터넷 예약,,서울특별시 성동구 용답중앙23길 20(용답동),,서울특별시 성동구청,용답동 주민센터,02-2286-7523,http://yeyak.seoul.go.kr,37.5640690,127.0555532,2020-10-15,3030000,서울특별시 성동구
동일미래과학고등학교,운동장,기타,월~토,00:00,00:00,05:00,18:00,N,,,,,,,,방문접수,,광주광역시 남구 천변좌로604번길 12,광주광역시 남구 방림동 30,동일미래과학고등학교,행정실,062-650-6355,http://www.k-dongil.hs.kr/,35.1261154491,126.9268134475,2020-02-10,3610000,광주광역시 남구
광시면주민자치센터 다목적실,광시면주민자치센터,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,30,160,화장실,방문,,충청남도 예산군 광시면 광시소길 16-1,충청남도 예산군 광시면 광시리 95,충청남도 예산군청,광시면,041-339-8602,gwangsi.yesan.go.kr,36.54915259,126.7732405,2020-10-13,4610000,충청남도 예산군
대흥면행정복지센터 회의실,대흥면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 대흥면 의좋은형제길 37,충청남도 예산군 대흥면 동서리 106-1,충청남도 예산군청,대흥면,041-339-8986,daeheung.yesan.go.kr,36.60676809,126.7883438,2020-10-13,4610000,충청남도 예산군
대흥면주민자치센터 다목적실,대흥면주민자치센터,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 대흥면 의좋은형제길 37,충청남도 예산군 대흥면 동서리 106-1,충청남도 예산군청,대흥면,041-339-8986,daeheung.yesan.go.kr,36.60676809,126.7883438,2020-10-13,4610000,충청남도 예산군
응봉면행정복지센터 회의실,응봉면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 응봉면 노화조개내길 9,충청남도 예산군 응봉면 노화리 57-4,충청남도 예산군청,응봉면,041-339-8987,eungbong.yesan.go.kr,36.65859903,126.7609121,2020-10-13,4610000,충청남도 예산군
응봉면복지회관 다목적실,응봉면복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 응봉면 노화조개내길 9,충청남도 예산군 응봉면 노화리 57-4,충청남도 예산군청,응봉면,041-339-8987,eungbong.yesan.go.kr,36.65859903,126.7609121,2020-10-13,4610000,충청남도 예산군
덕산면행정복지센터 회의실,덕산면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 덕산면 덕산온천로 391,충청남도 예산군 덕산면 신평리 344-1,충청남도 예산군청,덕산면,041-339-8988,deoksan.yesan.go.kr,36.70130576,126.6653535,2020-10-13,4610000,충청남도 예산군
덕산면종합복지센터 다목적실,덕산면종합복지센터,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 덕산면 덕산온천로 391,충청남도 예산군 덕산면 신평리 344-1,충청남도 예산군청,덕산면,041-339-8988,deoksan.yesan.go.kr,36.70130576,126.6653535,2020-10-13,4610000,충청남도 예산군
덕산면주민자치센터 회의실,덕산면주민자치센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,30,,화장실,방문,,충청남도 예산군 덕산면 덕산온천로 378,충청남도 예산군 덕산면 신평리 362-8,충청남도 예산군청,덕산면,041-339-8989,deoksan.yesan.go.kr,36.70004962,126.6660064,2020-10-13,4610000,충청남도 예산군
덕산면종합복지센터 체육단련실,덕산면종합복지센터,체육관,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,15,,화장실,방문,,충청남도 예산군 덕산면 덕산온천로 391,충청남도 예산군 덕산면 신평리 344-1,충청남도 예산군청,덕산면,041-339-8988,deoksan.yesan.go.kr,36.70130576,126.6653535,2020-10-13,4610000,충청남도 예산군
봉산면행정복지센터 회의실,봉산면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 봉산면 황금뜰로 3,충청남도 예산군 봉산면 고도리 55-27,충청남도 예산군청,봉산면,041-339-8989,bongsan.yesan.go.kr,36.74883809,126.6817704,2020-10-13,4610000,충청남도 예산군
봉산면주민자치센터 다목적실,봉산면주민자치센터,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 봉산면 황금뜰로 3,충청남도 예산군 봉산면 고도리 55-27,충청남도 예산군청,봉산면,041-339-8989,bongsan.yesan.go.kr,36.74883809,126.6817704,2020-10-13,4610000,충청남도 예산군
고덕면행정복지센터 회의실,고덕면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 고덕면 고덕중앙로 45-5,충청남도 예산군 고덕면 대천리 708-1,충청남도 예산군청,고덕면,041-339-8990,godeok.yesan.go.kr,36.74543391,126.7028071,2020-10-13,4610000,충청남도 예산군
자유공원 배드민턴장,자유공원,배드맨턴장,연중무휴,00:00,24:00,00:00,24:00,N,,,,,,300,,개방,,인천광역시 중구 자유공원남로 25,인천광역시 중구 송학동1가 11-1,인천광역시 중구청,도시개발과,032-760-7580,,37.47457949,126.6226689,2020-10-15,3490000,인천광역시 중구
고덕면주민자치센터 다목적실,고덕면주민자치센터,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 고덕면 고덕중앙로 45-5,충청남도 예산군 고덕면 대천리 708-1,충청남도 예산군청,고덕면,041-339-8990,godeok.yesan.go.kr,36.74543391,126.7028071,2020-10-13,4610000,충청남도 예산군
신암면행정복지센터 회의실,신암면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 신암면 종경길 70,충청남도 예산군 신암면 종경리 245-21,충청남도 예산군청,신암면,041-339-8991,sinam.yesan.go.kr,36.73445767,126.8264224,2020-10-13,4610000,충청남도 예산군
신암면복지회관 다목적실,신암면복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 신암면 종경길 70,충청남도 예산군 신암면 종경리 245-21,충청남도 예산군청,신암면,041-339-8991,sinam.yesan.go.kr,36.73445767,126.8264224,2020-10-13,4610000,충청남도 예산군
오가면행정복지센터 회의실,오가면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 오가면 오가중앙로 86-12,충청남도 예산군 오가면 역탑리 226-7,충청남도 예산군청,오가면,041-339-8992,oga.yesan.go.kr,36.68731501,126.7975849,2020-10-13,4610000,충청남도 예산군
오가면복지회관 다목적실,오가면복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 오가면 오가중앙로 86-12,충청남도 예산군 오가면 역탑리 226-7,충청남도 예산군청,오가면,041-339-8992,oga.yesan.go.kr,36.68731501,126.7975849,2020-10-13,4610000,충청남도 예산군
모루도서관 사랑방,행복한모루도서관,강의실,"매주 월요일, 일요일을 제외한 공휴일",09:00,22:00,09:00,22:00,N,2,,,,20,61,빔 프로젝터,인터넷,,강원도 강릉시 율곡로2923-12 (교동),강원도 강릉시 교동 822,강원도 강릉시청,시립도서관,033-660-3247,http://www.gnslib.or.kr,37.764077,128.890876,2020-10-13,4200000,강원도 강릉시
모루도서관 행복방,행복한모루도서관,강의실,"매주 월요일, 일요일을 제외한 공휴일",09:00,22:00,09:00,22:00,N,2,,,,20,56,빔 프로젝터,인터넷,,강원도 강릉시 율곡로2923-12 (교동),강원도 강릉시 교동 822,강원도 강릉시청,시립도서관,033-660-3247,http://www.gnslib.or.kr,37.764077,128.890876,2020-10-13,4200000,강원도 강릉시
모전동 다목적구장,모전동 다목적구장,풋살경기장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,200,750,풋살장 1면,방문,,,경상북도 문경시 모전동 916,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.58759244,128.1797851,2020-10-14,5120000,경상북도 문경시
문경 국제클라이밍센터,문경 국제클라이밍센터,기타,"1월1일,설날,추석",09:00,22:00,09:00,22:00,Y,3,2000원,,,50,438,리드월+볼드링+외부암벽,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60295224,128.2120324,2020-10-14,5120000,경상북도 문경시
문경 온누리스포츠센터,문경 온누리스포츠센터,체육관,"주말,공휴일",09:00,18:00,00:00,00:00,Y,9,(평일)120000+(주말)180000,4,36000,120,1630,다목적경기장+체력단련장,방문,,경상북도 문경시 점고길 21,경상북도 문경시 모전동 산 12-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59444175,128.1855829,2020-10-14,5120000,경상북도 문경시
문경 배드민턴경기장,문경 배드민턴경기장,배드맨턴장,"1월1일,설날,추석",09:00,22:00,09:00,22:00,Y,9,(평일)150000+(주말)200000,4,50000,500,14672,배드민턴장,방문,,경상북도 문경시 점고길 10,경상북도 문경시 모전동 524-7,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59611976,128.186232,2020-10-14,5120000,경상북도 문경시
정남진 편백숲 우드랜드,우드랜드,기타,연중무휴,08:00,18:00,08:00,18:00,Y,,"3,000원",,,,330000,"생태건축체험장, 편백소금찜질방, 사색의 숲 등",,,전라남도 장흥군 장흥읍 우드랜드길 180,전라남도 장흥군 장흥읍 우산리 산20-1,장흥군청,산림휴양과,061-860-0402,http://www.jhwoodland.co.kr,34.66632674,126.9336484,2020-10-08,4910000,전라남도 장흥군
예산군문예회관 다목적실,예산군문예회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,600,2685,화장실,방문,,충청남도 예산군 예산읍 아리랑로 185-14,충청남도 예산군 예산읍 예산리 60-20,충청남도 예산군청,공공시설사업소,041-339-8212,public.yesan.go.kr,36.68548186,126.8491782,2020-10-13,4610000,충청남도 예산군
예산군종합운동장 다목적경기장,예산군종합운동장,다목적경기장,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,2000,21516,화장실+락카룸,방문,,충청남도 예산군 예산읍 예산로 354,충청남도 예산군 예산읍 향천리 257,충청남도 예산군청,교육체육과,041-339-8266,yesan.yesan.go.kr,36.67616365,126.8617299,2020-10-13,4610000,충청남도 예산군
예산읍행정복지센터 회의실,예산읍행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 예산읍 예산로 176번길 15,충청남도 예산군 예산읍 예산리 429-1,충청남도 예산군청,예산읍,041-339-8981,yesan.yesan.go.kr,36.67870522,126.8462424,2020-10-13,4610000,충청남도 예산군
예산읍복지회관 다목적실,예산읍복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 예산읍 신례원로 79,충청남도 예산군 예산읍 창소리 506-21,충청남도 예산군청,예산읍,041-339-8471,yesan.yesan.go.kr,36.7181298,126.8369585,2020-10-13,4610000,충청남도 예산군
삽교읍행정복지센터 회의실,삽교읍행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 삽교읍 두리3길 33,충청남도 예산군 삽교읍 두리 571-1,충청남도 예산군청,삽교읍,041-339-8982,sapgyo.yesan.go.kr,36.68827624,126.7391674,2020-10-13,4610000,충청남도 예산군
삽교읍복지회관 다목적실,삽교읍복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 삽교읍 두리3길 33,충청남도 예산군 삽교읍 두리 571-1,충청남도 예산군청,삽교읍,041-339-8982,sapgyo.yesan.go.kr,36.68827624,126.7391674,2020-10-13,4610000,충청남도 예산군
대술면행정복지센터 회의실,대술면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 대술면 대술로 147,충청남도 예산군 대술면 화천리 873-1,충청남도 예산군청,대술면,041-339-8983,daesul.yesan.go.kr,36.65764393,126.8921677,2020-10-13,4610000,충청남도 예산군
대술면복지회관 다목적실,대술면복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 대술면 대술로 147,충청남도 예산군 대술면 화천리 873-1,충청남도 예산군청,대술면,041-339-8983,daesul.yesan.go.kr,36.65764393,126.8921677,2020-10-13,4610000,충청남도 예산군
신양면행정복지센터 회의실,신양면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,300,화장실,방문,,충청남도 예산군 신양면 청신로 372,충청남도 예산군 신양면 신양리 351-1,충청남도 예산군청,신양면,041-339-8562,sinyang.yesan.go.kr,36.60166985,126.8680955,2020-10-13,4610000,충청남도 예산군
신양면복지회관 다목적실,신양면복지회관,다목적실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,100,2500,화장실,방문,,충청남도 예산군 신양면 신양1길 2,충청남도 예산군 신양면 신양리 351-1,충청남도 예산군청,신양면,041-332-8052,sinyang.yesan.go.kr,36.6012946,126.8677564,2020-10-13,4610000,충청남도 예산군
광시면행정복지센터 회의실,광시면행정복지센터,회의실,"토,일,공휴일",09:00,18:00,00:00,00:00,N,,,,,50,190,화장실,방문,,충청남도 예산군 광시면 광시소길 16,충청남도 예산군 광시면 광시리 95,충청남도 예산군청,광시면,041-339-8602,gwangsi.yesan.go.kr,36.54887898,126.7732318,2020-10-13,4610000,충청남도 예산군
