시도명,시군구명,위도경도,시군구코드,도로명,상세위치,지정방향구분코드,금지구역총연장,주정차금지유형코드,평일주정차금지시작시각,평일주정차금지종료시각,일시적주정차허용시작시각(평일),일시적주정차허용종료시간(평일),토요일주정차금지시작시각,토요일주정차금지종료시각,일시적주정차허용시작시간(토요일),일시적주정차허용종료시간(토요일),공휴일주정차금지시작시각,공휴일주정차금지종료시각,일시적주정차허용시작시간(공휴일),일시적주정차허용종료시간(공휴일),명절허용여부,시행일자,해제일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,의정부시,,41150,버들로,빙상장 앞 회전교차로~양주시계,1,900,1,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:00,N,2018/04/04,2100/01/01,경기도 의정부시청,031-828-2882,2020/06/01,3820000,경기도 의정부시
경기도,의정부시,,41150,평화로,평화로483번길 일원(의정부3동),1,383,1,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:00,N,2018/05/25,2100/01/01,경기도 의정부시청,031-828-2882,2020/06/01,3820000,경기도 의정부시
경기도,의정부시,,41150,송산로,송산로1181번길 76(용현어린이집 주변)일원,1,751,1,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:00,N,2018/05/25,2100/01/01,경기도 의정부시청,031-828-2882,2020/06/01,3820000,경기도 의정부시
경기도,의정부시,,41150,망월로,망월로45번길,1,194,3,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:00,N,2018/05/25,2100/01/01,경기도 의정부시청,031-828-2882,2020/06/01,3820000,경기도 의정부시
경기도,의정부시,,41150,시민로,"시민로317번길,333번길(신곡대우아파트주변)",1,397,1,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:.00,0:00,24:00:00,11:30,14:00,N,2018/07/12,2100/01/01,경기도 의정부시청,031-828-2882,2020/06/01,3820000,경기도 의정부시
부산광역시,기장군,,26710,산단1로,탑마트정관점,1,0.2,2,9:00,21:00,,,9:00,21:00,,,9:00,21:00,,,N,2018/05/11,2099/12/31,기장군청,051-709-4571,2020/09/22,3400000,부산광역시 기장군
경기도,성남시,,41131,탄리로,수진역사거리-건우아파트,1,1.5,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,시민로,예일병원사거리-신흥사거리,1,0.5,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,공원로,우리은행사거리-충혼탑,1,1.6,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,음촌로,산성동주민센터-단대오거리,1,0.75,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,희망대공원길,희망공원-공원로,1,0.85,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,태평로,쌍용아파트-충혼탑,1,1.31,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,논골길,성보여상-단대우체국,1,0.95,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,금빛초등길,예일병원사거리-태평파출소,1,0.25,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,달래내길,상적동-고등동-도로공사,1,5.2,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1996/06/17,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,행정학교길,창곡동 395-남성대 면회소,1,1.35,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/09/29,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,탄천로,탄천로809(복정동363-1)~사송동650-5번지 사이(동서울대 사거리~여수대교 사거리),1,6.7,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2015/07/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,심곡로,심곡로(심곡동396-64)~서울공항정문 삼거리 사이,1,1.76,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2015/07/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,동판교로,탄천로입구교차로~숲풍지하차도,1,1.3,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2015/10/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,시민로163번길,신흥5180(구성남극장)~5089(유신회관),1,170,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/02/27,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정남로,신흥5491(구한전)~수진3007,1,1400,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/02/27,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로215번길,신흥6926(교육청),1,15,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1993/08/19,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로170번길,신흥5524(칠성제화)~5400,1,70,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로154번길,신흥5540(삼성생명)~5583,1,75,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1997/10/21,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로188번길,신흥5504(정재화내과)~5481(주민센터),1,70,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로180번길,신흥5513(이용호성형외과)~5429,1,70,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"탄리로52번길,시민로155번길",신흥4516~5971,1,550,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,시민로163번길,신흥5180~5706,1,450,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"시민로155번길,탄리로52번길",신흥5171(성남타워)~5899,1,450,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"시민로145번길,탄리로30번길",신흥6531~4511,1,560,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"수정로279번길,수정로271번길",신흥37~47(수정파출소~공영주차장),1,50,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/08/22,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로279번길,수정로277~279(신흥32~37)<수정구청 소공원~수정파출소>,1,20,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로257번길,신흥74-2~48,1,180,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정남로,신흥1822~126(마을금고 이면도로),1,750,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/08/22,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,공원로352번길,신흥2451~2840(두산아파트 이면도로),1,560,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로357번길,신흥2319~2458(공단진입로),1,325,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,희망로509번길,신흥2354~2445(희망주차장),1,60,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1997/10/21,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로341번길,신흥2159(희망대공원)~2460(중앙로),1,285,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로274번길,신흥1741~1586(이면도로),1,80,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1998/01/05,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로306번길,신흥466(시립청소년수련관좌우),1,50,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1995/02/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로257번길,신흥58~61-1(주차장),1,32,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1999/10/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,공원로382번길,신흥1873~645,1,458,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"희망로533번길,수정로252번길,공원로370번길",신흥2009~467(청소년수련관),1,618,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,희망로509번길,신흥2348(청소년수련관)~2354,1,80,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,시민로142번길,신흥4217(시민로)~4124(종합시장),1,230,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/03/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로269번길,신흥2572(종합시장)~2515(중앙로),1,80,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/03/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로255번길,신흥4194(주택은행)~4137,1,90,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/03/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로255번길,신흥4192~4180,1,130,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/03/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로265번길,신흥4181~4125,1,80,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/03/06,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정남로,신흥3436-17 ~ 3390(왕약국이면),1,500,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/01/15,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,공원로339번길,신흥2572~2550(노동부사무소이면),1,420,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로303번길,신흥2480~2556,1,100,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로295번길,동주민센터~전화국앞,1,210,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,산성대로249번길,신흥4216~4207(종합시장),1,90,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로208번길,신흥3436-13 ~ 3436-9(신흥시장),1,50,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"수정로, 수정로214번길",신흥3436-11 ~ 3436-5(신흥시장),1,30,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로229번길,수정로220번길,1,65,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2016/04/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"시민로156번길, 공원로367번길",신흥3770~2857,1,485,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"시민로164번길, 공원로379번길",신흥3168~3440,1,450,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2000/12/28,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,공원로333번길,신흥2469~2481,1,120,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2001/12/10,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,모란로,태평7123(남문주유소)~7249(독정천복개지),1,600,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1993/05/14,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,성남대로,경원대역~공군제3726포대 정문,1,350,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1996/03/26,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로57번길,태평6924~6976,1,180,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1999/10/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로57번길,태평6925~6667,1,262,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,탄천로,태평7004(탄천둑방)~7003-4,1,200,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"탄천로, 탄천대교로",태평7003-1 ~ 복정동 산71-30,1,977,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,2008/12/12,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"수정로171번길, 남문로94번길",시청정문~태평3287,1,150,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/02/27,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,탄리로96번길,태평3309~3200,1,430,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/08/22,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로153번길,태평3330~3319,1,150,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/08/22,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로171번길,태평3365-1 ~ 3383-1,1,150,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/08/22,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로171번길,태평3353~3344,1,150,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/08/22,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정북로,태평3309~3514,1,640,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/10/13,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로187번길,태평7288-17 ~ 7288-24,1,20,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/10/13,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로171번길,상록빌딩~시청민원실,1,200,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1991/10/25,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정로153번길,태평3495-1 ~ 3429-4(바다회집),1,100,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,태평로55번길,태평50-1~-산42-1(주차장),1,120,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/10/13,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,남문로90번길,태평3304~3305-3,1,35,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1999/10/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,남문로102번길,"태평3307-16 ~ 3307-19, 3307-11",1,65,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1999/10/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"수정로119번길, 남문로44번길",태평3751-37 ~ 3677(강옥희산부인과),1,435,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,"수정로135번길, 남문로60번길",태평3785-1 ~ 3505,1,135,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,탄리로95번길,태평3550~3617,1,350,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정북로,태평3521~3705-40,1,375,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,수정북로,태평3729~3705-40,1,60,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1900/01/01,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
경기도,성남시,,41131,남문로52번길,태평3751-1 ~ 3751-6,1,80,2,7:00,22:00,,,10:00,17:00,17:00~10:00,17:00~10:00,10:00,17:00,,,Y,1992/10/13,2099/12/31,성남시 수정구청,031-729-5441,2020/06/15,3780000,경기도 성남시
인천광역시,동구,,28185,재능로,송림4동 대헌공전 정문,2,0.2,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1993/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,샛골로,금창동 도원역 ~ 송림2동 송림로터리,1,0.87,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1994/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,동산로,송림5동 국제다방 앞 ~ 박문4거리 ~ 조일탕,1,1,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1994/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,인중로,만석동 대우중공업 앞 ~ 만석동 우회고가교 입구,1,1.04,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1994/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,화도진로,화수동 구름다리 ~ 만석동사무소 앞,2,0.59,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1994/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,화수로,화수시장입구 ~ 인천프라자 앞 도로,1,0.1,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/08/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,화수로,동부아파트 입구 ~ 화도진중학교 앞,1,0.22,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/08/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,화수로,화도진중학교 앞 ~ 화수4거리,2,0.22,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/08/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,송림로,송림1동 LG전자 앞 ~ 만석동 선관위,1,1.43,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,샛골로,송림3동 천광한의원 ~ 동산의원,1,0.17,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,송림로,송림5동 송림파출소 ~ 서림문구,1,0.15,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,염전로,송림6동 대주산업 ~ 두산개발,1,0.58,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,중봉대로,송현3동 인천제철 ~ 서구 가좌동 경계,1,0.63,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1995/12/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,우각로,창영초등학교 앞,2,0.15,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1996/11/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,배송로,송림초등학교 앞,2,0.05,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1996/11/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
인천광역시,동구,,28185,봉수대로,송림4동 한국마크로 ~ 송림공구상가,1,0.35,1,0:00,0:00,,,0:00,0:00,,,0:00,0:00,,,N,1996/11/01,1999/12/31,인천광역시 동구청,032-770-6114,2020/09/17,3500000,인천광역시 동구
